nombre_playa,ocupacion,fecha
Las Perlas,55,23/08/23
Marlin,210,23/08/23
Pez Volador,248,23/08/23
Tortugas,330,23/08/23
Ballenas,55,24/08/23
Caracol,350,24/08/23
Chac-Mool,410,24/08/23
Del Niño,720,24/08/23
Delfines,1520,24/08/23
Gaviota Azul,1050,24/08/23
Langosta,140,24/08/23
Las Perlas,70,24/08/23
Marlin,300,24/08/23
Pez Volador,158,24/08/23
Tortugas,330,24/08/23
Ballenas,55,25/08/23
Caracol,68,25/08/23
Chac-Mool,60,25/08/23
Del Niño,150,25/08/23
Delfines,750,25/08/23
Gaviota Azul,300,25/08/23
Langosta,100,25/08/23
Las Perlas,27,25/08/23
Marlin,150,25/08/23
Pez Volador,55,25/08/23
Tortugas,230,25/08/23
Ballenas,55,26/08/23
Caracol,16,26/08/23
Chac-Mool,60,26/08/23
Del Niño,130,26/08/23
Delfines,860,26/08/23
Gaviota Azul,1160,26/08/23
Langosta,25,26/08/23
Las Perlas,25,26/08/23
Marlin,200,26/08/23
Pez Volador,55,26/08/23
Tortugas,110,26/08/23
Ballenas,180,27/08/23
Caracol,190,27/08/23
Chac-Mool,500,27/08/23
Del Niño,485,27/08/23
Delfines,3050,27/08/23
Gaviota Azul,980,27/08/23
Langosta,45,27/08/23
Las Perlas,60,27/08/23
Marlin,700,27/08/23
Pez Volador,37,27/08/23
Tortugas,280,27/08/23
Ballenas,54,28/08/23
Caracol,36,28/08/23
Chac-Mool,100,28/08/23
Del Niño,130,28/08/23
Delfines,1200,28/08/23
Gaviota Azul,360,28/08/23
Langosta,65,28/08/23
Las Perlas,65,28/08/23
Marlin,300,28/08/23
Pez Volador,35,28/08/23
Tortugas,150,28/08/23
Ballenas,75,29/08/23
Caracol,175,29/08/23
Chac-Mool,350,29/08/23
Del Niño,120,29/08/23
Delfines,1800,29/08/23
Gaviota Azul,1290,29/08/23
Langosta,150,29/08/23
Las Perlas,60,29/08/23
Marlin,250,29/08/23
Pez Volador,130,29/08/23
Tortugas,160,29/08/23
Ballenas,49,30/08/23
Caracol,110,30/08/23
Chac-Mool,480,30/08/23
Del Niño,200,30/08/23
Delfines,1430,30/08/23
Gaviota Azul,700,30/08/23
Langosta,90,30/08/23
Las Perlas,65,30/08/23
Marlin,250,30/08/23
Pez Volador,85,30/08/23
Tortugas,230,30/08/23
Ballenas,115,31/08/23
Caracol,167,31/08/23
Chac-Mool,300,31/08/23
Del Niño,145,31/08/23
Delfines,850,31/08/23
Gaviota Azul,410,31/08/23
Langosta,90,31/08/23
Las Perlas,40,31/08/23
Marlin,300,31/08/23
Pez Volador,75,31/08/23
Tortugas,240,31/08/23
Ballenas,130,01/09/23
Caracol,258,01/09/23
Chac-Mool,200,01/09/23
Del Niño,185,01/09/23
Delfines,2000,01/09/23
Gaviota Azul,1430,01/09/23
Langosta,145,01/09/23
Las Perlas,27,01/09/23
Marlin,500,01/09/23
Pez Volador,130,01/09/23
Tortugas,315,01/09/23
Ballenas,160,02/09/23
Caracol,470,02/09/23
Chac-Mool,750,02/09/23
Del Niño,370,02/09/23
Delfines,1500,02/09/23
Gaviota Azul,1860,02/09/23
Langosta,270,02/09/23
Las Perlas,255,02/09/23
Marlin,650,02/09/23
Pez Volador,150,02/09/23
Tortugas,300,02/09/23
Ballenas,210,03/09/23
Caracol,730,03/09/23
Chac-Mool,520,03/09/23
Del Niño,1535,03/09/23
Delfines,3400,03/09/23
Gaviota Azul,2350,03/09/23
Langosta,500,03/09/23
Las Perlas,260,03/09/23
Marlin,650,03/09/23
Pez Volador,380,03/09/23
Tortugas,380,03/09/23
Ballenas,49,04/09/23
Caracol,170,04/09/23
Chac-Mool,150,04/09/23
Del Niño,455,04/09/23
Delfines,1280,04/09/23
Gaviota Azul,350,04/09/23
Langosta,90,04/09/23
Las Perlas,95,04/09/23
Marlin,300,04/09/23
Pez Volador,65,04/09/23
Tortugas,180,04/09/23
Ballenas,45,05/09/23
Caracol,150,05/09/23
Chac-Mool,75,05/09/23
Del Niño,285,05/09/23
Delfines,1040,05/09/23
Gaviota Azul,360,05/09/23
Langosta,90,05/09/23
Las Perlas,35,05/09/23
Marlin,105,05/09/23
Pez Volador,65,05/09/23
Tortugas,180,05/09/23
Ballenas,55,06/09/23
Caracol,115,06/09/23
Chac-Mool,270,06/09/23
Del Niño,370,06/09/23
Delfines,1850,06/09/23
Gaviota Azul,300,06/09/23
Langosta,185,06/09/23
Las Perlas,40,06/09/23
Marlin,280,06/09/23
Pez Volador,130,06/09/23
Tortugas,270,06/09/23
Ballenas,16,07/09/23
Caracol,375,07/09/23
Chac-Mool,205,07/09/23
Del Niño,440,07/09/23
Delfines,1930,07/09/23
Gaviota Azul,450,07/09/23
Langosta,120,07/09/23
Las Perlas,90,07/09/23
Marlin,220,07/09/23
Pez Volador,100,07/09/23
Tortugas,260,07/09/23
Ballenas,55,08/09/23
Caracol,330,08/09/23
Chac-Mool,220,08/09/23
Del Niño,750,08/09/23
Delfines,1220,08/09/23
Gaviota Azul,1590,08/09/23
Langosta,130,08/09/23
Las Perlas,55,08/09/23
Marlin,350,08/09/23
Pez Volador,90,08/09/23
Tortugas,260,08/09/23
Ballenas,200,09/09/23
Ballenas,90,09/09/23
Caracol,800,09/09/23
Caracol,0,09/09/23
Chac-Mool,350,09/09/23
Chac-Mool,120,09/09/23
Del Niño,880,09/09/23
Del Niño,200,09/09/23
Delfines,1850,09/09/23
Delfines,1100,09/09/23
Gaviota Azul,900,09/09/23
Gaviota Azul,1050,09/09/23
Langosta,450,09/09/23
Langosta,190,09/09/23
Las Perlas,140,09/09/23
Las Perlas,110,09/09/23
Marlin,550,09/09/23
Marlin,420,09/09/23
Pez Volador,460,09/09/23
Pez Volador,0,09/09/23
Tortugas,400,09/09/23
Tortugas,0,09/09/23
Ballenas,210,10/09/23
Ballenas,90,10/09/23
Caracol,950,10/09/23
Caracol,0,10/09/23
Chac-Mool,450,10/09/23
Chac-Mool,360,10/09/23
Del Niño,1500,10/09/23
Del Niño,235,10/09/23
Delfines,1750,10/09/23
Delfines,1000,10/09/23
Gaviota Azul,1660,10/09/23
Gaviota Azul,535,10/09/23
Langosta,580,10/09/23
Langosta,610,10/09/23
Las Perlas,330,10/09/23
Las Perlas,50,10/09/23
Marlin,1040,10/09/23
Marlin,145,10/09/23
Pez Volador,380,10/09/23
Pez Volador,0,10/09/23
Tortugas,565,10/09/23
Tortugas,500,10/09/23
Ballenas,60,11/09/23
Ballenas,100,11/09/23
Caracol,360,11/09/23
Caracol,240,11/09/23
Chac-Mool,150,11/09/23
Chac-Mool,600,11/09/23
Del Niño,260,11/09/23
Del Niño,500,11/09/23
Delfines,1300,11/09/23
Delfines,900,11/09/23
Gaviota Azul,670,11/09/23
Gaviota Azul,600,11/09/23
Langosta,110,11/09/23
Langosta,375,11/09/23
Las Perlas,85,11/09/23
Las Perlas,205,11/09/23
Marlin,200,11/09/23
Marlin,230,11/09/23
Pez Volador,190,11/09/23
Pez Volador,0,11/09/23
Tortugas,450,11/09/23
Tortugas,1100,11/09/23
Ballenas,80,12/09/23
Ballenas,110,12/09/23
Caracol,75,12/09/23
Caracol,0,12/09/23
Chac-Mool,241,12/09/23
Chac-Mool,125,12/09/23
Del Niño,65,12/09/23
Del Niño,320,12/09/23
Delfines,1250,12/09/23
Delfines,1650,12/09/23
Gaviota Azul,210,12/09/23
Gaviota Azul,105,12/09/23
Langosta,425,12/09/23
Langosta,170,12/09/23
Las Perlas,105,12/09/23
Las Perlas,145,12/09/23
Marlin,350,12/09/23
Marlin,650,12/09/23
Pez Volador,280,12/09/23
Pez Volador,0,12/09/23
Tortugas,250,12/09/23
Tortugas,950,12/09/23
Ballenas,110,13/09/23
Ballenas,130,13/09/23
Caracol,220,13/09/23
Caracol,680,13/09/23
Chac-Mool,165,13/09/23
Chac-Mool,120,13/09/23
Del Niño,400,13/09/23
Del Niño,700,13/09/23
Delfines,1500,13/09/23
Delfines,1850,13/09/23
